 education, marital-status, occupation, relationship, sex, native-country,age, education-num, capital-gain, capital-loss, hours-per-week, income
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,42,13,0,0,60, >50K
 HS-grad, Never-married, Craft-repair, Not-in-family, Male, United-States,27,9,0,0,40, <=50K
 HS-grad, Divorced, Handlers-cleaners, Unmarried, Male, United-States,41,9,0,0,40, <=50K
 Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,47,14,0,0,60, >50K
 11th, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,55,7,0,0,45, <=50K
 Some-college, Never-married, Craft-repair, Own-child, Male, United-States,30,10,0,0,8, <=50K
 Some-college, Widowed, Craft-repair, Unmarried, Female, United-States,54,10,0,0,50, <=50K
 Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,40,13,0,0,40, >50K
 HS-grad, Never-married, Adm-clerical, Not-in-family, Female, United-States,21,9,0,0,40, <=50K
 Bachelors, Divorced, Craft-repair, Unmarried, Female, United-States,34,13,0,0,25, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,30,13,0,0,40, >50K
 Some-college, Never-married, Adm-clerical, Not-in-family, Female, United-States,31,10,0,0,45, <=50K
 HS-grad, Never-married, Transport-moving, Not-in-family, Male, United-States,22,9,0,0,37, <=50K
 HS-grad, Married-civ-spouse, Other-service, Husband, Male, United-States,37,9,0,0,40, >50K
 9th, Married-civ-spouse, ?, Wife, Female, Hong,41,5,0,0,40, <=50K
 Masters, Never-married, Prof-specialty, Own-child, Female, United-States,52,14,0,0,40, <=50K
 Some-college, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,57,10,0,0,40, <=50K
 Some-college, Divorced, Adm-clerical, Not-in-family, Female, United-States,48,10,0,0,48, <=50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,58,9,0,0,40, >50K
 9th, Married-civ-spouse, Craft-repair, Husband, Male, United-States,35,5,0,0,50, <=50K
 HS-grad, Never-married, Exec-managerial, Not-in-family, Female, United-States,40,9,0,0,45, <=50K
 HS-grad, Divorced, Sales, Not-in-family, Female, United-States,30,9,0,0,25, <=50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, Outlying-US(Guam-USVI-etc),26,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,46,9,0,0,60, <=50K
 Some-college, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,26,10,0,0,40, <=50K
 Bachelors, Divorced, Prof-specialty, Unmarried, Female, United-States,50,13,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,22,9,0,0,50, >50K
 Masters, Widowed, Tech-support, Unmarried, Female, India,36,14,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,30,9,0,0,52, >50K
 Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,58,12,0,0,50, >50K
 11th, Never-married, ?, Own-child, Male, United-States,17,7,0,0,40, <=50K
 Assoc-voc, Separated, Other-service, Unmarried, Female, United-States,72,11,6723,0,25, <=50K
 HS-grad, Never-married, Adm-clerical, Not-in-family, Female, United-States,19,9,0,0,40, <=50K
 7th-8th, Married-civ-spouse, Other-service, Wife, Female, Mexico,29,4,0,0,40, <=50K
 HS-grad, Never-married, ?, Own-child, Female, United-States,20,9,0,0,25, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,30,10,0,0,40, <=50K
 Some-college, Divorced, Other-service, Unmarried, Female, United-States,47,10,0,0,45, <=50K
 Some-college, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,51,10,0,0,45, >50K
 10th, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,26,6,0,0,40, <=50K
 Some-college, Never-married, Exec-managerial, Not-in-family, Male, United-States,24,10,0,0,42, <=50K
 Masters, Divorced, Sales, Not-in-family, Male, Iran,44,14,0,0,24, <=50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,43,9,0,0,50, >50K
 Bachelors, Never-married, Exec-managerial, Not-in-family, Male, United-States,35,13,0,0,50, <=50K
 HS-grad, Married-civ-spouse, Tech-support, Husband, Male, United-States,51,9,7298,0,50, >50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,41,9,0,0,40, >50K
 Some-college, Divorced, Adm-clerical, Unmarried, Female, United-States,38,10,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,39,9,3464,0,20, <=50K
 10th, Separated, Sales, Unmarried, Female, Italy,54,6,0,0,43, <=50K
 HS-grad, Never-married, Craft-repair, Not-in-family, Male, United-States,62,9,0,0,40, <=50K
 Doctorate, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,45,16,0,0,60, <=50K
 HS-grad, Never-married, Exec-managerial, Own-child, Female, Jamaica,30,9,0,0,35, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,32,9,0,0,40, <=50K
 HS-grad, Divorced, Other-service, Not-in-family, Female, United-States,23,9,0,0,40, <=50K
 Assoc-voc, Widowed, Adm-clerical, Not-in-family, Female, United-States,84,11,0,0,14, <=50K
 Bachelors, Never-married, Prof-specialty, Own-child, Male, United-States,46,13,0,0,60, <=50K
 Masters, Divorced, Adm-clerical, Not-in-family, Female, United-States,67,14,2009,0,40, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,29,13,0,0,40, >50K
 Assoc-voc, Never-married, Exec-managerial, Not-in-family, Male, United-States,33,11,0,0,55, >50K
 Some-college, Married-civ-spouse, Tech-support, Husband, Male, United-States,23,10,0,0,42, <=50K
 HS-grad, Married-civ-spouse, ?, Husband, Male, United-States,63,9,0,0,55, >50K
 HS-grad, Separated, ?, Not-in-family, Female, United-States,55,9,0,2001,40, <=50K
 Prof-school, Divorced, Prof-specialty, Unmarried, Female, United-States,42,15,0,0,40, <=50K
 11th, Never-married, Other-service, Own-child, Female, United-States,17,7,0,0,20, <=50K
 5th-6th, Married-civ-spouse, Transport-moving, Husband, Male, United-States,60,3,0,0,40, <=50K
 12th, Divorced, Transport-moving, Own-child, Male, United-States,31,8,0,0,40, <=50K
 7th-8th, Never-married, Adm-clerical, Own-child, Male, Portugal,28,4,0,0,40, <=50K
 9th, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,31,5,0,0,48, <=50K
 Bachelors, Married-civ-spouse, ?, Husband, Male, United-States,65,13,10605,0,40, >50K
 Bachelors, Never-married, Exec-managerial, Not-in-family, Male, United-States,31,13,14084,0,50, >50K
 HS-grad, Divorced, Handlers-cleaners, Not-in-family, Female, United-States,61,9,0,0,40, <=50K
 Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,43,15,0,0,50, >50K
 Some-college, Never-married, Adm-clerical, Unmarried, Female, United-States,40,10,0,0,49, <=50K
 HS-grad, Never-married, Exec-managerial, Not-in-family, Male, United-States,39,9,0,0,40, <=50K
 Some-college, Married-spouse-absent, Adm-clerical, Unmarried, Female, United-States,37,10,0,0,27, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,47,10,0,0,40, <=50K
 Some-college, Married-civ-spouse, Transport-moving, Husband, Male, United-States,45,10,0,0,65, >50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,30,9,0,0,60, <=50K
 Prof-school, Never-married, Prof-specialty, Own-child, Male, United-States,30,15,0,0,40, <=50K
 Some-college, Divorced, Prof-specialty, Not-in-family, Male, United-States,49,10,14084,0,44, >50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,51,9,0,0,40, >50K
 Bachelors, Never-married, Prof-specialty, Not-in-family, Female, United-States,31,13,0,0,72, >50K
 Bachelors, Married-civ-spouse, Exec-managerial, Wife, Female, United-States,48,13,0,0,25, >50K
 Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,20,10,0,0,30, <=50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,32,9,3103,0,40, >50K
 Some-college, Never-married, ?, Unmarried, Female, United-States,31,10,0,0,40, <=50K
 HS-grad, Never-married, Adm-clerical, Not-in-family, Male, United-States,19,9,0,0,25, <=50K
 Masters, Divorced, Exec-managerial, Not-in-family, Female, United-States,50,14,0,0,35, <=50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,33,9,0,0,50, <=50K
 Bachelors, Never-married, ?, Own-child, Male, United-States,25,13,0,0,20, <=50K
 HS-grad, Divorced, Craft-repair, Not-in-family, Male, United-States,49,9,0,1876,40, <=50K
 Some-college, Married-civ-spouse, Transport-moving, Husband, Male, United-States,30,10,0,0,40, <=50K
 Bachelors, Never-married, Sales, Not-in-family, Male, United-States,23,13,0,0,40, <=50K
 Doctorate, Married-civ-spouse, Exec-managerial, Wife, Female, United-States,44,16,15024,0,32, >50K
 Assoc-voc, Never-married, Sales, Unmarried, Male, United-States,24,11,0,0,5, <=50K
 Assoc-voc, Never-married, Adm-clerical, Not-in-family, Female, United-States,28,11,0,0,45, <=50K
 HS-grad, Divorced, Adm-clerical, Unmarried, Female, United-States,56,9,0,1617,40, <=50K
 HS-grad, Never-married, Adm-clerical, Not-in-family, Female, United-States,38,9,0,0,38, <=50K
 Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,20,10,2176,0,20, <=50K
 HS-grad, Widowed, Exec-managerial, Not-in-family, Female, United-States,82,9,0,4356,18, <=50K
 Bachelors, Married-civ-spouse, Protective-serv, Husband, Male, United-States,52,13,0,0,60, >50K
 Some-college, Never-married, Craft-repair, Not-in-family, Male, United-States,32,10,0,0,40, <=50K
 Assoc-voc, Separated, Prof-specialty, Unmarried, Female, United-States,37,11,0,0,32, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,36,13,0,0,40, >50K
 Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,39,13,0,0,40, >50K
 HS-grad, Married-civ-spouse, Craft-repair, Own-child, Male, United-States,30,9,3411,0,40, <=50K
 HS-grad, Married-civ-spouse, Protective-serv, Husband, Male, United-States,49,9,0,0,56, <=50K
 Assoc-voc, Divorced, Exec-managerial, Unmarried, Female, United-States,40,11,0,0,40, <=50K
 11th, Married-civ-spouse, Transport-moving, Husband, Male, United-States,42,7,0,0,45, <=50K
 Bachelors, Never-married, Prof-specialty, Not-in-family, Male, United-States,35,13,0,0,40, <=50K
 HS-grad, Divorced, Other-service, Unmarried, Female, United-States,39,9,0,0,81, <=50K
 Assoc-voc, Married-spouse-absent, Craft-repair, Not-in-family, Male, United-States,32,11,0,0,40, <=50K
 11th, Never-married, Craft-repair, Not-in-family, Male, United-States,22,7,0,0,50, <=50K
 Some-college, Divorced, Adm-clerical, Not-in-family, Female, United-States,53,10,0,0,40, <=50K
 HS-grad, Never-married, Adm-clerical, Not-in-family, Male, United-States,25,9,0,0,40, <=50K
 10th, Never-married, ?, Own-child, Male, United-States,17,6,0,0,30, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,44,9,0,0,70, >50K
 Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,52,14,0,0,40, >50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,42,9,0,0,40, <=50K
 11th, Married-civ-spouse, Transport-moving, Husband, Male, United-States,34,7,0,0,50, <=50K
 Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,27,10,0,0,40, <=50K
 HS-grad, Never-married, Machine-op-inspct, Not-in-family, Male, United-States,37,9,0,0,40, <=50K
 Masters, Married-civ-spouse, Prof-specialty, Other-relative, Female, United-States,39,14,7688,0,38, >50K
 HS-grad, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,26,9,0,0,40, <=50K
 Masters, Married-civ-spouse, Exec-managerial, Wife, Female, United-States,48,14,0,1902,38, >50K
 HS-grad, Divorced, Sales, Unmarried, Female, United-States,57,9,0,0,28, <=50K
 Assoc-voc, Separated, Exec-managerial, Not-in-family, Male, United-States,36,11,0,0,48, <=50K
 Bachelors, Never-married, Sales, Not-in-family, Female, United-States,27,13,0,0,40, <=50K
 11th, Never-married, Handlers-cleaners, Own-child, Male, United-States,17,7,0,0,15, <=50K
 5th-6th, Married-civ-spouse, Craft-repair, Husband, Male, Mexico,30,3,0,0,40, <=50K
 Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,37,11,0,0,48, >50K
 Bachelors, Never-married, Sales, Own-child, Female, United-States,31,13,0,0,40, <=50K
 Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Female, United-States,23,12,0,0,20, <=50K
 10th, Never-married, Craft-repair, Other-relative, Male, United-States,32,6,0,0,45, <=50K
 HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,58,9,0,0,40, >50K
 HS-grad, Never-married, Other-service, Unmarried, Female, United-States,31,9,0,0,8, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,44,13,0,0,40, >50K
 Bachelors, Divorced, Tech-support, Unmarried, Female, United-States,39,13,0,625,40, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,59,9,0,1485,45, >50K
 Bachelors, Married-civ-spouse, Transport-moving, Husband, Male, United-States,42,13,0,0,48, >50K
 HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,45,9,0,0,35, <=50K
 HS-grad, Never-married, Craft-repair, Not-in-family, Male, United-States,20,9,0,0,35, <=50K
 HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,35,9,0,0,40, <=50K
 Assoc-acdm, Married-civ-spouse, Tech-support, Husband, Male, United-States,50,12,0,0,40, <=50K
 HS-grad, Never-married, Handlers-cleaners, Own-child, Male, United-States,56,9,0,0,28, <=50K
 Assoc-voc, Married-civ-spouse, Sales, Husband, Male, United-States,48,11,0,0,40, >50K
 Masters, Widowed, Other-service, Not-in-family, Female, United-States,58,14,0,0,15, <=50K
 Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male, United-States,32,11,0,0,50, <=50K
 Some-college, Never-married, Sales, Own-child, Female, United-States,23,10,0,0,12, <=50K
 HS-grad, Divorced, Machine-op-inspct, Not-in-family, Male, United-States,48,9,0,0,40, <=50K
 HS-grad, Divorced, Protective-serv, Not-in-family, Male, United-States,33,9,0,0,70, <=50K
 Bachelors, Never-married, Prof-specialty, Not-in-family, Female, Mexico,48,13,0,0,45, <=50K
 HS-grad, Widowed, Other-service, Not-in-family, Female, Italy,55,9,2202,0,35, <=50K
 Assoc-voc, Never-married, Exec-managerial, Unmarried, Female, United-States,40,11,0,0,40, <=50K
 Some-college, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,50,10,0,0,40, <=50K
 10th, Married-civ-spouse, Craft-repair, Husband, Male, United-States,52,6,0,0,35, <=50K
 HS-grad, Never-married, Other-service, Not-in-family, Female, United-States,19,9,0,0,30, <=50K
 10th, Married-civ-spouse, Sales, Husband, Male, United-States,55,6,7688,0,50, >50K
 Prof-school, Married-civ-spouse, Sales, Husband, Male, United-States,36,15,0,0,30, >50K
 Bachelors, Separated, Prof-specialty, Unmarried, Female, Philippines,39,13,0,0,40, >50K
 Some-college, Never-married, Adm-clerical, Unmarried, Female, United-States,22,10,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,44,13,7688,0,50, >50K
 HS-grad, Divorced, Craft-repair, Not-in-family, Male, United-States,34,9,0,1408,38, <=50K
 Some-college, Married-civ-spouse, Other-service, Husband, Male, United-States,33,10,0,0,50, <=50K
 Masters, Divorced, Prof-specialty, Not-in-family, Female, United-States,55,14,14084,0,40, >50K
 Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,35,14,0,0,45, >50K
 11th, Widowed, Machine-op-inspct, Not-in-family, Female, United-States,50,7,0,0,40, <=50K
 Some-college, Divorced, Adm-clerical, Unmarried, Female, United-States,43,10,0,0,40, <=50K
 Assoc-voc, Never-married, Tech-support, Not-in-family, Male, United-States,29,11,0,0,40, <=50K
 Some-college, Married-civ-spouse, Transport-moving, Husband, Male, United-States,56,10,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,33,13,99999,0,40, >50K
 HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,24,9,0,0,50, <=50K
 Assoc-voc, Divorced, Sales, Unmarried, Female, United-States,46,11,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,60,9,15024,0,15, >50K
 Masters, Married-civ-spouse, Other-service, Husband, Male, United-States,48,14,0,0,40, <=50K
 11th, Married-civ-spouse, Transport-moving, Husband, Male, United-States,65,7,0,0,35, <=50K
 HS-grad, Never-married, Handlers-cleaners, Not-in-family, Male, United-States,29,9,0,1408,40, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,42,9,0,1740,43, <=50K
 Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,44,15,0,0,50, >50K
 Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,73,10,0,0,6, >50K
 Some-college, Never-married, Tech-support, Not-in-family, Female, United-States,21,10,0,0,50, <=50K
 HS-grad, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,32,9,0,1902,55, >50K
 Masters, Married-civ-spouse, Protective-serv, Husband, Male, United-States,43,14,0,0,35, >50K
 HS-grad, Never-married, Craft-repair, Not-in-family, Male, United-States,21,9,0,0,32, <=50K
 Some-college, Separated, Transport-moving, Not-in-family, Male, United-States,30,10,0,0,20, <=50K
 Bachelors, Married-civ-spouse, Tech-support, Husband, Male, United-States,54,13,0,0,48, <=50K
 Some-college, Never-married, Other-service, Own-child, Female, United-States,19,10,0,0,15, <=50K
 Some-college, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,55,10,0,0,37, <=50K
 Some-college, Never-married, Sales, Own-child, Female, United-States,20,10,0,0,28, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, Greece,53,13,0,0,40, <=50K
 Masters, Never-married, Prof-specialty, Not-in-family, Male, United-States,51,14,0,0,55, >50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,33,9,0,0,40, <=50K
 Some-college, Widowed, Priv-house-serv, Unmarried, Female, United-States,62,10,0,0,40, <=50K
 HS-grad, Never-married, Other-service, Own-child, Male, United-States,24,9,0,0,30, <=50K
 9th, Never-married, Sales, Own-child, Female, United-States,17,5,0,0,40, <=50K
 Some-college, Never-married, Adm-clerical, Not-in-family, Female, United-States,26,10,0,0,45, <=50K
 HS-grad, Divorced, Craft-repair, Not-in-family, Male, United-States,36,9,0,0,40, <=50K
 10th, Married-civ-spouse, Exec-managerial, Wife, Female, United-States,32,6,0,0,35, <=50K
 Doctorate, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,58,16,0,0,50, >50K
 Bachelors, Married-civ-spouse, Tech-support, Husband, Male, United-States,38,13,0,0,40, >50K
 HS-grad, Married-spouse-absent, Machine-op-inspct, Unmarried, Male, ?,72,9,2346,0,40, <=50K
 HS-grad, Divorced, Adm-clerical, Own-child, Female, United-States,26,9,0,0,40, <=50K
 HS-grad, Widowed, ?, Unmarried, Female, United-States,45,9,0,0,38, <=50K
 Assoc-voc, Widowed, ?, Not-in-family, Female, United-States,72,11,0,0,30, <=50K
 Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,60,10,15024,0,40, >50K
 HS-grad, Married-civ-spouse, Sales, Husband, Male, Guatemala,27,9,0,0,50, <=50K
 Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,38,11,0,0,48, >50K
 Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,37,10,0,1485,44, >50K
 Some-college, Never-married, Adm-clerical, Own-child, Male, United-States,28,10,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,38,13,0,0,40, >50K
 HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,29,9,0,0,60, >50K
 HS-grad, Never-married, Other-service, Own-child, Female, United-States,19,9,0,1721,40, <=50K
 Bachelors, Never-married, Handlers-cleaners, Other-relative, Male, United-States,28,13,0,0,25, <=50K
 Bachelors, Divorced, ?, Not-in-family, Female, United-States,70,13,0,0,7, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,40,9,0,0,50, >50K
 Assoc-voc, Divorced, Craft-repair, Own-child, Male, United-States,26,11,0,0,40, <=50K
 Assoc-acdm, Married-civ-spouse, Sales, Husband, Male, United-States,43,12,0,0,60, <=50K
 Some-college, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,29,10,0,0,40, >50K
 Some-college, Married-civ-spouse, Protective-serv, Husband, Male, United-States,25,10,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,29,9,0,0,40, >50K
 1st-4th, Divorced, Craft-repair, Not-in-family, Male, Dominican-Republic,60,2,0,0,38, <=50K
 Bachelors, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,31,13,0,0,40, <=50K
 7th-8th, Married-civ-spouse, Transport-moving, Husband, Male, United-States,51,4,0,0,40, <=50K
 Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,18,10,0,0,15, <=50K
 Bachelors, Divorced, Tech-support, Unmarried, Male, United-States,36,13,0,0,20, <=50K
 Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male, Philippines,35,13,0,0,40, >50K
 Bachelors, Divorced, Adm-clerical, Own-child, Male, United-States,48,13,0,0,38, >50K
 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,78,4,0,0,25, <=50K
 Bachelors, Married-civ-spouse, Protective-serv, Husband, Male, United-States,72,13,0,0,17, <=50K
 Some-college, Never-married, Exec-managerial, Own-child, Male, United-States,24,10,0,0,40, <=50K
 11th, Married-civ-spouse, ?, Husband, Male, United-States,58,7,0,0,16, <=50K
 11th, Never-married, Protective-serv, Not-in-family, Male, United-States,36,7,13550,0,40, >50K
 Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,48,10,0,0,30, <=50K
 HS-grad, Divorced, Adm-clerical, Not-in-family, Female, United-States,28,9,0,0,40, <=50K
 Masters, Never-married, Other-service, Own-child, Female, United-States,26,14,0,0,40, <=50K
 Bachelors, Never-married, Sales, Not-in-family, Female, United-States,29,13,0,0,60, <=50K
 5th-6th, Married-civ-spouse, Other-service, Husband, Male, Jamaica,47,3,0,0,40, <=50K
 Bachelors, Divorced, Exec-managerial, Not-in-family, Female, United-States,50,13,0,0,50, >50K
 5th-6th, Never-married, Craft-repair, Not-in-family, Male, Mexico,35,3,0,0,40, <=50K
 11th, Never-married, Transport-moving, Own-child, Male, United-States,17,7,0,0,20, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,41,10,0,0,48, >50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,37,9,0,0,42, <=50K
 HS-grad, Married-civ-spouse, Other-service, Husband, Male, United-States,35,9,0,0,40, <=50K
 7th-8th, Married-civ-spouse, Craft-repair, Husband, Male, Portugal,56,4,0,0,40, <=50K
 Some-college, Married-civ-spouse, Transport-moving, Husband, Male, United-States,23,10,0,0,40, <=50K
 Assoc-acdm, Divorced, Prof-specialty, Unmarried, Female, United-States,33,12,0,0,32, <=50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,79,9,0,0,40, >50K
 Bachelors, Never-married, Prof-specialty, Not-in-family, Male, United-States,28,13,0,0,40, <=50K
 11th, Divorced, Sales, Own-child, Female, United-States,55,7,0,0,20, <=50K
 Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,59,14,0,0,50, <=50K
 Bachelors, Never-married, Prof-specialty, Own-child, Female, United-States,22,13,0,0,40, <=50K
 11th, Never-married, Sales, Own-child, Female, Philippines,19,7,0,0,19, <=50K
 5th-6th, Married-spouse-absent, Farming-fishing, Not-in-family, Male, Mexico,41,3,0,0,35, <=50K
 Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Male, Italy,32,11,0,0,40, <=50K
 7th-8th, Married-civ-spouse, ?, Husband, Male, United-States,67,4,2414,0,40, <=50K
 HS-grad, Divorced, Other-service, Unmarried, Female, United-States,45,9,0,0,35, <=50K
 5th-6th, Married-civ-spouse, Farming-fishing, Other-relative, Female, Mexico,61,3,0,0,45, <=50K
 Bachelors, Never-married, Sales, Not-in-family, Female, United-States,34,13,0,0,40, <=50K
 Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male, United-States,43,11,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,38,13,7298,0,50, >50K
 Doctorate, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,35,16,0,0,60, <=50K
 HS-grad, Divorced, Protective-serv, Not-in-family, Male, United-States,65,9,0,0,20, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, England,24,13,0,0,55, >50K
 HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,37,9,0,0,40, <=50K
 Some-college, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,34,10,0,0,50, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,42,9,0,0,60, >50K
 7th-8th, Never-married, Other-service, Own-child, Female, United-States,18,4,0,0,40, <=50K
 Some-college, Widowed, Exec-managerial, Unmarried, Female, United-States,43,10,0,0,15, <=50K
 Some-college, Married-civ-spouse, Other-service, Husband, Male, United-States,31,10,0,0,40, >50K
 Some-college, Never-married, Sales, Own-child, Female, United-States,19,10,0,0,20, <=50K
 Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, China,40,10,0,0,50, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,32,13,0,0,40, <=50K
 Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,47,10,0,0,40, >50K
 Some-college, Married-civ-spouse, Transport-moving, Husband, Male, United-States,32,10,0,0,40, <=50K
 Doctorate, Separated, Prof-specialty, Not-in-family, Male, United-States,46,16,0,0,35, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,40,13,0,0,65, >50K
 Bachelors, Never-married, Craft-repair, Not-in-family, Male, United-States,36,13,0,0,35, <=50K
 Assoc-voc, Married-civ-spouse, Sales, Husband, Male, United-States,33,11,0,0,36, <=50K
 5th-6th, Never-married, Transport-moving, Not-in-family, Male, United-States,23,3,0,0,35, <=50K
 10th, Separated, Machine-op-inspct, Own-child, Male, United-States,21,6,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Other-service, Wife, Female, United-States,40,9,0,0,32, <=50K
 Doctorate, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,53,16,0,0,50, >50K
 Some-college, Never-married, ?, Own-child, Male, United-States,20,10,0,0,15, <=50K
 Some-college, Married-civ-spouse, Transport-moving, Husband, Male, United-States,53,10,0,0,72, <=50K
 9th, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,58,5,0,0,60, <=50K
 HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,51,9,0,0,55, >50K
 HS-grad, Married-civ-spouse, Other-service, Husband, Male, United-States,31,9,0,0,65, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,35,9,0,0,40, <=50K
 11th, Never-married, ?, Own-child, Male, United-States,23,7,0,0,40, <=50K
 Some-college, Divorced, Adm-clerical, Not-in-family, Female, United-States,31,10,0,0,35, <=50K
 Some-college, Never-married, Other-service, Unmarried, Female, United-States,21,10,0,0,35, <=50K
